rank,name,symbol,binance_symbol,current_price,ema50,above_ema50,pct_from_ema50,market_cap,timeframe,data_source,candle_count
1,Bitcoin,BTC,BTCUSDT,87047.61,100921.9761680203,False,-13.747616420948304,1738198110243,Weekly,Binance Spot,60
2,Ethereum,ETH,ETHUSDT,2808.17,3296.0422232331034,False,-14.801758903274825,339355789704,Weekly,Binance Spot,60
4,XRP,XRP,XRPUSDT,2.0681,2.3284664362505407,False,-11.18188487482779,124726667414,Weekly,Binance Spot,60
6,Solana,SOL,SOLUSDT,132.26,176.5864634096552,False,-25.10184674055349,74169484255,Weekly,Binance Spot,60
10,Dogecoin,DOGE,DOGEUSDT,0.14623,0.20675355112802277,False,-29.273282513317657,22187807275,Weekly,Binance Spot,60
